代碼,公司,年,現金股利率,流動資產,流動負債,資產總額,固定資產,無形資產,其他資產,本期產生現金流量,財務槓桿度,營業費用─研究發展,市值(百萬元),負債總額
code,name,year,dividend,ca,cl,asset,fasset,iasset,oasset,cf,leverage,rnd,mv,lia
8112,至上,2009,3.54,3719487,1343431,4903761,269208,0,16149,-354502,1.07,8494,5794,1522907
8112,至上,2008,0,3150154,1368334,4187602,274741,0,32962,-178232,1.58,15746,937,1432711
8112,至上,2007,3.38,4876288,1453723,5684456,283795,0,41829,396452,1.83,17509,2367,2704144
8112,至上,2006,1.76,5268829,3492710,6103165,292870,6644,55038,109650,2.86,19142,2275,3635929
8114,振樺電,2010,6.87,1002964,402926,1525369,275752,6387,117772,-66873,1,77761,3644,461865
8114,振樺電,2009,3.08,850768,357264,1249003,279187,10694,22490,25185,1,65455,3269,389247
8114,振樺電,2008,12.62,895056,395986,1335036,291332,16140,29450,-117834,1,72023,1711,425720
8114,振樺電,2007,7.09,1099690,390272,1606266,303660,9257,21533,50970,1,58785,4903,423291
8114,振樺電,2006,5.54,1006077,369070,1503732,306561,8107,23779,118935,1,66262,5901,405406
8131,福懋科,2010,6.58,5398989,4826626,17552041,11110980,0,745497,350143,1.02,41262,16804,8141378
8131,福懋科,2009,1.88,4920040,4065483,15298968,9452265,0,577332,-700389,1.11,39831,21226,7002840
8131,福懋科,2008,4.63,4524878,4036906,15180677,10069217,0,429666,-571431,1.07,56816,9551,7290406
8131,福懋科,2007,5.71,5495007,5332537,15878761,9456050,0,457695,1736901,1.03,42899,24764,7001521
8131,福懋科,2006,4,2963291,2637036,10448652,6520283,17687,294867,-281368,1.05,26553,,3678890
8150,南茂,2010,,10039272,9130490,27454671,14863798,0,813472,2806266,0.64,378372,,15728373
8150,南茂,2009,,6133736,5534261,25928155,17500837,0,462831,-1020270,0.93,343685,,16725670
8150,南茂,2008,,6580449,7788529,28720862,19539093,0,438264,1155540,0.89,392837,,15185237
8150,南茂,2007,,8052108,7032047,34240899,22904305,0,933418,875350,1.1,279296,,15486546
8150,南茂,2006,,7738508,5446278,33658918,23209876,5201,322620,452108,1.05,233874,,15831610
8163,達方,2010,3.88,4927134,3945845,13709295,2829041,0,384233,66993,1.08,642152,12324,4887990
8163,達方,2009,2.37,4946275,2954051,13402848,2487572,0,289711,-474198,1.2,656135,16059,3869031
8163,達方,2008,7.44,6036306,3242333,12961100,2342061,9695,293045,-60905,1.14,702088,6037,3745122
8163,達方,2007,2.62,8480732,3236489,13204483,2175873,30506,336630,532161,1.06,589440,25274,3342863
8163,達方,2006,1.62,4854761,4226232,8151560,1525527,47763,570038,42551,1.06,503044,,4481928
8201,無敵,2010,0.72,1693099,272813,3389460,182120,147685,266841,-73005,1,151811,2341,486143
8201,無敵,2009,2.04,1877670,356875,3570817,184639,174622,440177,592747,1,161110,3163,553346
8201,無敵,2008,1.22,1496421,458447,3697386,193515,221525,489784,-696815,1,203707,1509,743110
8201,無敵,2007,5.08,2172011,486010,4182333,345310,266568,445188,292964,1,194973,5018,737039
8201,無敵,2006,4.39,1695530,428623,3487400,397039,188047,325395,-33991,1,245959,,662292
8210,勤誠,2010,5.06,762858,464051,2258270,207073,1665,54747,-236111,1,76107,5486,485679
8210,勤誠,2009,8.89,958584,502785,2237535,208534,62,65356,44234,1,69636,3122,526582
8210,勤誠,2008,5.8,835825,336793,1823787,221686,111,69090,91545,1,71988,956,369406
8210,勤誠,2007,2.17,858752,372882,1812560,241749,160,70400,167290,1,59525,2197,401873
8210,勤誠,2006,1.95,1006555,569821,1779495,221488,200,72935,46403,1,60518,2098,592918
8213,志超,2010,4.11,7773573,6246919,13824423,591302,16,37582,636949,1.07,18926,10147,8047832
8213,志超,2009,1.99,7381000,5116439,11463180,642286,16,49780,1171907,1.06,13838,14607,6840298
8213,志超,2008,4.86,3535039,2376448,6233373,657798,16,45624,-90304,1.04,11264,,3275799
8213,志超,2007,1.75,4160755,3358017,5797618,705661,16,20526,41389,1.03,3890,,3770569
8213,志超,2006,1.84,3328858,2690365,4538462,778636,0,30590,440301,1.07,0,,3045147
8215,明基材,2010,0.23,5096731,4316433,13423043,6046227,11076,176992,372597,2.04,507448,8202,9741561
8215,明基材,2009,0,3904659,4246504,11518391,5290467,17708,295401,-750261,3.58,382869,,8829843
8215,明基材,2008,0,5007073,6377342,12210000,5058213,14863,74685,858384,0.38,337978,,9528588
8215,明基材,2007,1.28,4032433,2885336,9651003,3744340,16373,48408,-29601,1.22,278116,,6035336
8215,明基材,2006,0.36,3263733,2988195,9560862,4764929,0,55946,-909,2.64,232092,,6695338
8249,菱光,2010,5.85,2032935,1340448,4356359,51134,1993,5931,33427,1.04,113458,3690,1348585
8249,菱光,2009,3.97,1799469,1207401,4174919,50534,0,13465,154822,1.25,93315,3200,1212146
8249,菱光,2008,2.42,1530897,931056,3754267,67450,0,9271,-447780,0.52,99010,1050,942313
8249,菱光,2007,7.56,2923635,1498703,4661341,70745,0,8866,-561396,1.04,92256,4357,1589050
8249,菱光,2006,7.5,3100858,1344760,4367856,96551,0,17923,375780,1.02,75468,5350,1533264
8261,富鼎,2010,2.34,2509271,492415,3150207,130395,213691,272593,-173603,1.03,128959,4315,874603
8261,富鼎,2009,2.35,2416110,689333,2956031,92103,253697,327123,45708,1.04,117531,5923,704309
8261,富鼎,2008,3.71,2031678,659040,2605904,96520,296853,385265,171666,1.07,102319,1765,659040
8261,富鼎,2007,1.77,2437501,716662,3003760,98106,339360,360321,-136106,1.05,100492,4662,964815
8261,富鼎,2006,1.35,2547003,1219924,2914084,64816,185700,223808,-39996,1.02,67221,4194,1291325
8271,宇瞻,2010,4.96,2650047,992351,2836748,30941,1300,47869,535543,1.01,68977,3298,993640
8271,宇瞻,2009,2.14,1981003,958730,2208382,41274,1448,44198,-235457,1.01,52618,,975044
8271,宇瞻,2008,0,1303676,648062,1583896,57782,0,77206,213905,0.5,28845,,648062
8271,宇瞻,2007,0,2895345,2306881,3217887,40705,0,131709,-9353,0.87,41522,,2306881
8271,宇瞻,2006,9.16,3460213,2321341,3696532,31007,0,44292,-395220,1.14,53760,,2321573
9912,偉聯,2010,0,216376,241356,783911,439696,0,54627,-108365,1.38,5141,346,359554
9912,偉聯,2009,0,371037,386594,918473,31024,0,425126,37607,0.68,9355,424,490566
9912,偉聯,2008,0,526323,524904,1119149,33332,0,433852,74151,0.57,16533,211,633729
9912,偉聯,2007,0,782717,726575,1300788,43103,0,324078,-33278,5.22,20578,645,807377
9912,偉聯,2006,0,774436,660158,1201061,39752,6833,351696,-30522,1.6,18810,640,753053
