代碼,公司,年,現金股利率,流動資產,流動負債,資產總額,固定資產,無形資產,其他資產,本期產生現金流量,財務槓桿度,營業費用─研究發展,市值(百萬元),負債總額
code,name,year,dividend,ca,cl,asset,fasset,iasset,oasset,cf,leverage,rnd,mv,lia
3596,智易,2008,8.45,4228918,2372154,5134545,271794,30119,37477,693356,1,469030,,2396973
3596,智易,2007,3.79,3696913,2367838,4636078,274972,30199,80628,-172873,1,404324,,2382045
3596,智易,2006,,3456914,2016444,3748034,215983,22695,28682,275036,1.02,395911,,2030177
3605,宏致,2010,6,1809859,619311,5205834,362847,3997,9533,233060,1.02,65912,7231,1788245
3605,宏致,2009,2.33,1845175,927048,4532518,164080,8543,14480,31038,1,61565,12179,1317193
3605,宏致,2008,8.26,1270563,763739,3495761,170499,15611,20055,258087,1,62798,,1102518
3605,宏致,2007,2.43,754296,510269,2686499,159251,19566,26424,-6630,1,52279,,810251
3605,宏致,2006,,506530,285728,1946366,169419,4940,13267,206259,1.02,43277,,469623
3607,谷崧,2010,7.69,2490313,2019465,8457493,154694,10613,15368,233807,1.03,42338,5999,2866788
3607,谷崧,2009,4.28,2313096,1452925,8003262,172712,9271,17222,-128022,1.03,36370,10715,1990256
3607,谷崧,2008,9.55,2740618,1344658,7018243,256945,1532,8162,-146463,1.01,40637,,1995509
3607,谷崧,2007,,2386655,858347,5713242,247545,5291,14800,361653,1.01,54801,,1137643
3607,谷崧,2006,,2289012,921437,4676944,322955,6741,39354,250473,1.03,23279,,1104757
3617,碩天,2010,5.1,3278307,764323,4009749,134705,0,49558,-211494,1,157153,5340,967241
3617,碩天,2009,2.37,3109557,699804,3821450,136170,0,40678,749400,1,146697,10733,884792
3617,碩天,2008,5.32,2437542,653606,2928810,132875,0,39124,489065,1,135946,,800736
3617,碩天,2007,,2042503,956011,2450731,132116,0,13477,316913,1,91396,,1077167
3617,碩天,2006,,1176618,531175,1335566,125546,0,1492,17882,1.04,62719,,646643
3622,洋華,2010,1.98,11953536,4229114,15028612,903070,8462,33808,2904814,1,527625,39592,4375653
3622,洋華,2009,2.86,7905312,2942518,9887186,678418,8986,33023,2097094,1,415876,46426,3020394
3622,洋華,2008,9.23,3910458,1526384,5155544,427358,7213,27694,1514215,1.01,205303,,1554119
3622,洋華,2007,,2722402,1991731,3727626,272274,7344,27262,352087,1.03,1700,,2015794
3622,洋華,2006,,353958,214812,413309,28236,0,12171,14394,1.02,0,,214812
3645,達邁,2010,1.7,697492,201200,1401934,695730,0,8458,278383,1.01,22072,,242200
3645,達邁,2009,,377147,249970,1094873,710441,0,6832,-17762,2.16,18884,,305470
3645,達邁,2008,,373950,307136,1189359,804602,0,10299,9918,.,18796,,407629
3645,達邁,2007,,387975,264968,1237664,843472,0,5498,56657,0.19,14876,,437843
3645,達邁,2006,,302803,200652,1165133,856430,0,5900,-84968,0.91,11876,,459007
3653,健策,2010,2.53,2395000,837313,4725042,1770851,21787,127371,318712,1.02,171145,13176,1166661
3653,健策,2009,1.62,1609270,700460,3448130,1342014,23974,85042,260909,1.01,97786,13375,841824
3653,健策,2008,6.42,1142575,392774,2376983,764504,35046,92920,-93992,1.01,81837,,526582
3653,健策,2007,,1365834,459762,2091324,375032,36895,93670,235545,1.02,56694,,562892
3653,健策,2006,,805628,533188,1117307,218274,32902,47319,114691,1.04,,,602174
3669,圓展,2010,3.98,2030508,711246,3431519,928129,19898,127467,311955,1,333612,,1122167
3669,圓展,2009,4.98,1642008,628154,2704145,602659,15722,130566,640593,1,286401,,628154
3669,圓展,2008,,1085583,832309,2103344,609160,35091,91568,422989,1,244709,,832309
3673,TPK-KY,2010,,,,,,,,,.,,150124,
3679,新至陞,2010,2.48,1279899,1511179,5428505,404403,0,7717,190554,1.04,19485,,2040567
3679,新至陞,2009,2.94,1030394,881608,4220871,264005,0,4951,139579,1.04,19543,,1293880
3679,新至陞,2008,,980448,442727,2682353,246741,0,2243,121922,1.11,14870,,776454
3679,新至陞,2007,,316997,328252,475346,43093,0,787,63695,1.06,3489,,356489
3679,新至陞,2006,,16746,20675,29699,12948,0,5,-2524,0.9,0,,20675
3682,亞太電,2010,,7895256,4980146,29526666,12626429,8341752,8974471,2423191,1.04,0,,7939462
3682,亞太電,2009,,4120421,5087889,26800711,12645173,8790978,9028143,-86096,1.23,0,,8883901
3682,亞太電,2008,,2801055,10792586,27611397,13965785,9618477,9827564,248471,0.6,0,,13278504
3682,亞太電,2007,,2411819,12401474,29272396,15040875,10443604,10618581,-357723,.,,,14067079
3682,亞太電,2006,,5443447,13310236,30138286,12687755,10218533,10435965,-577780,.,,,15121687
3686,達能,2010,2.52,2063599,1326638,5470079,3376504,0,29976,1040479,1.04,64694,7984,2334197
3686,達能,2009,0,667283,303753,2018409,1242527,0,104999,110508,0.85,46216,,629623
3686,達能,2008,,646636,795688,1724977,1026500,0,48241,-152556,0.98,9472,,795688
3686,達能,2007,,314771,1485,314808,37,0,0,236888,1,0,,1485
3694,海華,2010,2.51,2464410,1456886,3179574,60236,25,31385,-561432,1.01,318514,,1472088
3694,海華,2009,2.17,2336555,1232407,2857656,64425,92,19969,386454,1.01,215095,,1247395
3694,海華,2008,,1589996,770015,1752481,66392,360,14069,460534,1.03,195662,,782421
3694,海華,2007,,1116033,975808,1232209,55833,627,7999,54247,1.04,129335,,988033
3694,海華,2006,,310701,165541,353793,34789,895,3430,12998,1,78257,,165729
3698,隆達,2010,1.8,5566453,3089204,15623418,9268186,68195,162312,446992,1.03,241302,,7721964
3698,隆達,2009,,1772976,1297485,4502378,2260315,0,23890,-899750,.,81046,,2117485
3698,隆達,2008,,1314849,11839,1516091,195671,0,5571,1313256,.,0,,11839
3701,大眾控,2010,0,263510,1020206,2617091,3,0,70175,-7250,0.93,0,1952,1663707
3701,大眾控,2009,0,23116,242380,3180006,8,0,102375,-5924,0.94,0,1451,1592380
3701,大眾控,2008,0,33189,2172323,4923459,14,0,2075,13721,0.67,0,892,3222323
3701,大眾控,2007,0,13573,1504071,5732695,50,0,3275,1780,0.81,0,2248,3454071
3701,大眾控,2006,0,90009,792348,5001198,98,0,4475,-9001,0.94,0,1044,3398100
3702,大聯大,2010,2.93,417599,1895260,35750956,54427,23303,42273,-171794,1,0,81808,1911336
3702,大聯大,2009,3.59,562835,1499199,21660791,54327,29195,48440,210502,1,0,49818,1520278
3702,大聯大,2008,10.3,209358,1438458,16108262,33335,3773,7081,-163040,1,0,12128,1447897
3702,大聯大,2007,5.56,582775,417664,14549478,9378,0,6598,211166,1,0,27813,418137
3702,大聯大,2006,6.39,53024,559060,12348338,3016,0,775,37717,1,0,12037,559153
3704,合勤控,2010,2.03,548,11656,9296275,0,0,0,287,1,0,15304,11656
4545,銘鈺,2010,,1246327,443129,1370702,105562,12877,18813,167291,.,33011,,448649
4545,銘鈺,2009,,980021,384944,1098568,99032,,19515,,1,,,384944
4545,銘鈺,2008,,708932,232386,886742,132717,,11633,,1,,,232386
4545,銘鈺,2007,,749521,271868,937596,172927,,15148,,1,,,271868
4904,遠傳,2010,5.91,14625272,18396775,91285716,35707574,16128682,17069305,-8143691,1,58393,137834,20004884
4904,遠傳,2009,7.34,10653659,11193073,83870194,27629692,6576358,7335812,2071638,1,104315,124311,12327607
4904,遠傳,2008,7.51,7895390,13183044,85383313,29334104,7307065,8296624,-3110099,1,149026,121542,14087111
4904,遠傳,2007,6.11,10594966,12384336,92377695,29794143,8037772,8645808,518731,1,273701,165354,13043695
4904,遠傳,2006,8.39,9363567,12748687,89786037,32927648,8768479,9611492,659102,1.01,263321,143094,15859335
4906,正文,2010,2.08,7905037,7421647,14834418,1821500,0,180600,166276,1.77,948746,12571,7573469
4906,正文,2009,2.97,5315861,3949923,12349140,1930833,0,304381,-1587871,1.2,713448,15993,4546412
4906,正文,2008,7.51,6862668,3525411,12135317,1693737,0,142251,252852,1.09,625080,11879,4758175
4906,正文,2007,5.26,7318114,2554848,11041754,1219495,0,139617,499644,1.03,491711,13409,3396043
4906,正文,2006,3.65,7075788,2442118,10568554,1272668,0,172082,466522,1.07,365392,15153,3694052
4915,致伸,2010,3.1,7458182,5910456,10777477,75496,84719,457207,-687058,1.03,904888,,6964106
4915,致伸,2009,0,9263288,7133714,12287231,123417,103435,571366,335986,1.08,805275,,9906527
4915,致伸,2008,,6544897,4390276,9431677,168038,29015,607766,542039,.,832762,,8007172
4915,致伸,2007,,6013183,4717826,12091460,1970353,1751677,2264769,753720,0.83,57683,,8193107
4915,致伸,2006,,973,0,973,0,0,0,973,1,,,0
4916,事欣科,2010,3.85,490509,229354,790986,145489,2978,130016,11818,1.01,5796,,378841
4916,事欣科,2009,0,359658,197847,407882,25058,2831,4362,33269,1.03,0,,200428
4916,事欣科,2008,,182576,157455,234909,29018,2323,4371,12769,1.07,0,,163243
4916,事欣科,2007,,115545,118998,152775,34428,0,2802,2899,2.26,0,,126215
4916,事欣科,2006,,102283,94965,133231,28511,0,2437,-2678,.,,,110752
4919,新唐,2010,5.47,3047000,1582793,4746937,417083,53414,419804,471909,1,1747243,11373,1783513
4919,新唐,2009,,2396371,1438183,4096183,492742,63813,470659,-243287,1.01,1038091,,1621422
4919,新唐,2008,,2771438,1608503,4453317,632612,91185,401586,990500,1.34,567448,,1786916
4934,太極,2010,1.03,2374196,2097539,6673212,1500224,638,2525126,1259832,1.08,84537,,3133912
4934,太極,2009,,784118,1004969,4370222,692147,116,2605925,142673,0.56,62063,,2489032
4934,太極,2008,,687849,702512,4313364,727665,69,2709580,-172574,1.3,23678,,2383837
4934,太極,2007,,1146414,2477,1341875,58466,0,136995,303603,.,4332,,2477
4938,和碩,2010,3.45,59018914,50203065,148357091,4041546,181820,1723037,5295327,1.02,3339007,94767,57515862
4938,和碩,2009,,100228588,94169788,197388909,4253802,235453,2311674,-2406734,1.12,3990865,,101618432
4938,和碩,2008,,75232766,69510123,167504633,5487230,217672,1524726,5916387,3.57,3191380,,77530549
4938,和碩,2007,,161816,146,211816,0,0,50000,3095,.,0,,146
4942,嘉彰,2010,4.02,1197588,470812,6582330,439035,0,74983,-314074,1,42814,,920527
4942,嘉彰,2009,,1470200,508935,6370140,464459,0,80948,-201030,1,43724,,975719
4942,嘉彰,2008,,1559760,449423,5585087,494313,175,85967,173682,1.47,57447,,816322
4942,嘉彰,2007,,1979817,741346,4846008,561912,2101,8370,484359,1.03,84371,,1012476
4942,嘉彰,2006,,835895,763409,1480250,550865,,12442,,1.05,,,930783
4952,凌通,2010,6.85,2283132,776022,2633858,37408,197002,219219,462373,1.01,622610,,856044
4952,凌通,2009,,1781757,484991,2085883,41150,198918,238906,-233728,1,338197,,565120
4952,凌通,2008,,1329689,258618,1511983,41251,110799,129869,43642,1.01,290547,,349086
4952,凌通,2007,,1300084,249528,1376579,52032,10185,13216,310778,1.01,235881,,346875
4952,凌通,2006,,968265,332405,1021779,40594,737,9497,,1.01,,,384906
4956,光鋐,2010,2.06,934427,337394,1984031,1025363,0,18119,318272,1.02,46984,,507026
4956,光鋐,2009,,439407,289002,1241221,784796,0,17018,42200,1.15,37798,,495694
4956,光鋐,2008,,264197,308705,1023909,745223,0,14489,17955,1.1,30092,,446454
4956,光鋐,2007,,151551,43691,673792,512320,0,9921,-232047,1.04,25887,,117791
4956,光鋐,2006,,389608,30063,547276,151074,0,6594,,1,,,30063
4960,誠美材,2010,4.97,5065354,6287684,14454312,8459508,0,26189,-206997,1.08,152072,,8328812
4960,誠美材,2009,,3942400,3835851,13176532,8162094,0,506252,-488554,1.39,101498,,8608775
4960,誠美材,2008,,3638094,6160331,11371033,7170329,0,510197,619250,1.32,89685,,8969785
4960,誠美材,2007,,2971734,6427764,9951350,6193087,0,515430,-24790,0.88,114794,,8257975
4960,誠美材,2006,,682605,2472525,6810926,5880828,,30751,,-0.96,,,4672525
4961,天鈺,2010,1.16,1649967,998722,1903279,17026,213749,214658,48088,1.03,208972,,1008635
4961,天鈺,2009,,998693,676041,1252237,17682,188749,212846,9334,1.17,166352,,676041
4961,天鈺,2008,,716766,418804,981743,31342,184972,207418,-38235,0.95,232612,,418804
4961,天鈺,2007,,1004195,888296,1286265,50842,184972,205589,26702,0.97,238588,,890978
4961,天鈺,2006,,498098,204510,748287,44990,184972,194812,,1,,,208660
4967,十銓,2010,0.73,1080946,606377,1322476,190422,2384,39586,27101,1.26,8839,,735641
4967,十銓,2009,,775295,370776,1017616,198075,2172,40616,36767,1.02,9487,,481133
4967,十銓,2008,,387716,244534,604042,170539,0,37115,1879,0.72,,,331539
4967,十銓,2007,,474302,303750,681184,154927,0,42027,-3433,0.76,,,397419
4967,十銓,2006,,540840,388567,710709,126382,,37445,,1.52,,,484215
4968,立積,2010,0,444592,198526,654647,27539,28347,182516,-75134,1,181481,,239386
4968,立積,2009,,408023,142976,553385,18990,42113,126372,46178,1.04,139149,,177250
4968,立積,2008,,380624,142966,477842,15557,60233,81661,-67136,1.01,115824,,179672
4968,立積,2007,,328283,85040,410399,13434,45762,68682,93770,1.06,96947,,154892
4968,立積,2006,,166456,54687,244479,18344,36792,59679,,1,,,80624
4976,佳凌,2010,,746794,274341,1282885,453967,1360,57447,366424,1.07,18222,,336919
4976,佳凌,2009,,247263,144699,801229,478511,684,51499,55655,0.96,12769,,268794
4976,佳凌,2008,,177920,140595,789779,532812,1289,62625,-164415,0.96,13281,,309687
4976,佳凌,2007,,353475,146752,958030,523643,2089,64875,192422,0.93,,,325782
4976,佳凌,2006,,138546,107646,725953,516975,,54945,,0.96,,,309033
4989,榮科,2010,,950765,1792037,2519911,1426674,0,94531,65240,1.09,17307,,1792037
4989,榮科,2009,,605263,1797278,2248916,1565690,0,30022,-126342,1.38,12194,,1797278
4989,榮科,2008,,862618,2015427,2446334,1497428,0,38347,63746,0.79,14814,,2015687
4989,榮科,2007,,1116952,2398747,2860178,1630908,5001,33539,12481,1.19,4589,,2416797
4994,傳奇,2010,0.17,329051,121534,392504,20761,20435,39746,110545,1,110314,,164282
4994,傳奇,2009,,150586,78448,200391,19784,23511,26870,112967,1,58073,,78683
4994,傳奇,2008,,32951,207132,64026,8768,22164,22307,5270,1,0,,212713
4994,傳奇,2007,,9234,146238,15617,2497,3715,3886,379,1,13,,146238
4999,鑫禾,2010,,654446,168650,1396963,108597,0,4046,300584,1,39945,,243093
4999,鑫禾,2009,,364747,148415,1069156,56226,0,5761,83419,1,40105,,236672
4999,鑫禾,2008,,397643,102389,613468,19760,1504,2124,-102420,1,29387,,134155
4999,鑫禾,2007,,499825,148566,521783,20778,818,1180,182243,1.03,37721,,148566
5203,訊連,2010,6.37,3521521,1029654,6211376,355939,2907,1592892,-326398,1,683098,12945,1047253
5203,訊連,2009,4.7,3393054,1089309,6114780,328061,36124,1677382,-1028201,1,646718,15848,1099795
5203,訊連,2008,6.47,3376758,1161048,5942164,1649965,76094,248996,2086062,1,656191,13096,1169694
5203,訊連,2007,5.8,4081055,516067,5043816,305871,19981,88258,210192,1,359042,13875,521380
5203,訊連,2006,4.22,3809368,323036,4515067,312646,31631,86648,-2276384,1,325764,15836,354610
5234,達興材料,2010,,1498665,885092,2187074,617576,1263,65506,50219,1,219025,,1091445
5234,達興材料,2009,,1440274,863990,1677677,191540,2256,45863,148098,1,148877,,871631
5234,達興材料,2008,,730722,324627,872543,133758,3556,8063,-102081,1,115409,,324747
5234,達興材料,2007,,945330,447490,1028886,77467,3682,6089,,1,,,447583
5234,達興材料,2006,,458637,153504,511900,47438,4583,5825,,1,,,153504
5258,虹堡,2010,,815614,312825,953414,115904,2747,6364,54636,1,77323,,344051
5258,虹堡,2009,,554831,176847,690590,115113,2279,6663,60329,1.01,54978,,206304
5258,虹堡,2008,,434664,133908,581331,122562,0,4792,-11448,1.01,59422,,163794
5258,虹堡,2007,,368019,114605,516812,112306,,17235,,1.01,,,147327
5258,虹堡,2006,,402651,202312,530605,110839,,17115,,1.01,,,236479
5259,清惠,2010,,359051,299392,745903,341414,5952,45438,-1576,3.9,2888,,357837
5259,清惠,2009,,274548,252762,614406,320405,739,19453,-6420,0.87,1809,,341215
5259,清惠,2008,,194446,138967,542111,339121,871,8544,10529,0.59,2336,,249467
5259,清惠,2007,,302546,237259,664756,358669,,3541,,1.04,,,363433
5259,清惠,2006,,137832,89224,320986,179385,,3769,,1.02,,,177039
5269,祥碩,2010,,369697,267860,515406,74485,27244,70925,41145,1.02,170253,,267976
5269,祥碩,2009,,176924,131762,331951,56960,36774,96340,1669,.,180659,,131762
5269,祥碩,2008,,148386,146386,325061,48134,55911,128452,-30695,.,196739,,146386
5269,祥碩,2007,,204301,119166,334770,57506,27176,72963,,0,,,119166
5269,祥碩,2006,,64404,117251,192034,47375,0,80255,,0,,,117251
5285,界霖,2010,,852324,458436,1224799,216758,501,4880,99025,1.04,2629,,483082
5285,界霖,2009,,668871,468959,1057152,239403,471,4595,32562,1.27,2794,,503445
5305,敦南,2010,3.42,2753925,3394786,12809739,1504043,1796,270337,-165787,0.81,214252,9149,5756214
5305,敦南,2009,0,3124409,2885864,13350118,1748273,2029,262454,40399,0.89,189059,10804,6333771
5305,敦南,2008,6.23,3294603,3077174,13570988,2189487,0,161715,98547,7.39,221430,4260,6400519
5305,敦南,2007,6.88,3911844,3082778,14027300,2180795,0,182132,12439,1.4,296323,10877,5880589
5305,敦南,2006,5.44,3476060,3478548,12770092,2244969,0,184372,11748,1.32,358999,14171,5273216
5388,中磊,2010,5.36,3752691,2535261,6020683,511298,122074,261959,290770,1.11,306987,5000,3423503
5388,中磊,2009,3.74,2651058,1821367,4624543,504639,99651,238324,45833,1.06,291149,4444,2188714
5388,中磊,2008,11.75,2953601,2063382,4950631,521469,108421,285110,-16556,1.02,324346,2116,2445263
5388,中磊,2007,6.87,3150339,2193131,4979082,542789,112229,227459,231457,1.01,297378,4579,2600422
5388,中磊,2006,3.45,3292125,2624053,4737537,489545,110426,168428,438310,1.02,260919,3763,2888670
5434,崇越,2010,7.05,4703822,3059663,7248395,578670,0,131650,298055,1,0,5788,3120181
5434,崇越,2009,3.39,3864974,2553979,6320999,575501,0,154945,348289,1.02,0,6317,2612489
5434,崇越,2008,6,3983342,2782277,6462115,586418,0,125333,43606,1.04,0,3033,2936597
5434,崇越,2007,4.93,4820806,3674816,7358633,605231,0,241479,-108127,1.05,0,8138,3732388
5434,崇越,2006,3.19,3690614,2578127,5919413,609222,0,201658,-96307,1.05,0,8881,2615878
5469,瀚宇博,2010,0,1318205,823421,15958289,797775,0,53996,143090,0,21209,9299,6620479
5469,瀚宇博,2009,3.8,1173576,782530,11316282,917006,0,17271,307430,0,14181,12647,1333915
5469,瀚宇博,2008,6.79,1176336,820953,10212651,988515,0,160707,-276851,0,14168,4632,1364007
5469,瀚宇博,2007,2.14,1405661,718637,9939355,1572809,0,124396,-416904,0.48,14470,9244,1460608
5469,瀚宇博,2006,2.48,2427407,1972370,9306824,1765351,0,58821,-21815,1.18,23750,7918,2008126
5471,松翰,2010,6.27,3000859,697625,4144369,388595,0,397588,40796,1,677054,11247,744716
5471,松翰,2009,4.61,2789275,665803,3998120,402785,0,483673,258974,1,602713,14554,714063
5471,松翰,2008,8.73,2304190,390260,3454728,415635,0,463215,479468,1,588734,5747,437192
5471,松翰,2007,4.98,2369390,593062,3563681,389741,0,504824,-130563,1,444916,12119,633406
5471,松翰,2006,4.33,2214635,357911,3071848,332295,0,222493,14707,1,357141,12887,398015
5484,慧友,2010,0,1134336,422470,1893886,264915,11960,49693,-273980,1,110489,2078,513123
5484,慧友,2009,5.61,1264306,430966,1973685,273885,5425,29580,82830,1,108724,3098,532206
5484,慧友,2008,8.62,1110031,353056,1825076,278623,277,31171,-231113,1.01,118616,1442,443373
5484,慧友,2007,6,1419644,451291,2156168,280475,830,56635,350269,1.01,101796,4177,528106
5484,慧友,2006,2.91,1337764,575699,2143745,353428,0,57449,-94335,1.01,86533,3909,664207
6108,競國,2010,7.09,1670297,1318762,4905164,453042,3600,14265,-16423,1.03,0,4508,1976820
6108,競國,2009,6.63,1666135,1187323,4560244,461594,0,19554,122396,1.09,0,6746,1530852
6108,競國,2008,9.32,1239446,977625,3970890,565786,0,22777,8540,1.54,0,1470,1632083
6108,競國,2007,4.6,1658180,1690415,3981973,625446,0,44846,-207154,1.21,0,2669,1904057
6108,競國,2006,2.28,1827039,1550429,3475771,621857,0,6663,-193296,1.21,0,2430,1718301
6112,聚碩,2010,6.65,2235440,1416064,3012773,332341,298,154600,54053,1.02,6188,1480,1428064
6112,聚碩,2009,3.9,1697668,906427,2457413,335080,2085,143122,-56343,1,5372,1870,916298
6112,聚碩,2008,11.43,1563291,765312,2376933,336250,4123,141853,88500,1,5325,709,772750
6112,聚碩,2007,5.56,1850233,1082776,2708976,340333,5992,147110,19272,1.03,4642,1137,1090204
6112,聚碩,2006,5.56,1363742,648570,2189154,341731,0,144672,-11324,1,11205,1023,657177
6115,鎰勝,2010,7.1,2268817,2088724,6104481,237411,0,7749,-270532,1.03,20014,7855,2216875
6115,鎰勝,2009,7.2,2490342,1709280,6003069,245154,5597,9148,410424,1.03,22887,9953,1822287
6115,鎰勝,2008,11.39,1988845,1573034,4937651,249511,6488,12204,225392,1.09,18182,3093,1647630
6115,鎰勝,2007,6.9,2210117,1128015,4631857,240394,7378,15880,84968,1.05,13378,5484,1669708
6115,鎰勝,2006,5.09,2056165,807119,3986674,243291,8268,19290,110496,1.05,17912,5442,1467057
6116,彩晶,2010,0,25525215,20940403,56912140,19968899,605304,1427684,-7279936,0.98,1700844,30876,21570062
6116,彩晶,2009,0,30058443,25580158,71132614,28331354,935866,2260850,6206327,0.98,1595259,43415,28870965
6116,彩晶,2008,0,30123017,22069910,81056351,40776732,975501,1979399,-3175810,-3.19,1469332,22360,25470118
6116,彩晶,2007,5.22,43779184,26596912,103435090,50534235,35004,2669031,4268915,1.08,1250575,73240,34837754
6116,彩晶,2006,0,23009218,25501426,94524906,62579302,1755697,4807269,-5778839,0.84,1921363,37405,41244068
6117,迎廣,2010,1.75,942078,761312,2804217,770980,935,99653,-225153,1.33,69940,1515,905040
6117,迎廣,2009,1,1324930,975580,2963739,819258,1173,80203,216584,0.8,63728,1733,993842
6117,迎廣,2008,4.04,1338094,752854,2835837,674534,20,34141,4474,1.22,84683,1075,774242
6117,迎廣,2007,1.92,1399951,1010932,3019393,714040,17037,70230,83214,1.11,74447,1386,1028398
6117,迎廣,2006,2.72,1347191,1004294,2991361,734070,34,51230,-132388,1.13,61587,1602,1028087
6120,達運,2010,5.08,7776784,6376772,19619042,2752492,860806,906330,-136403,1.23,198834,16151,6430250
6120,達運,2009,2.23,4951682,4052384,13633211,2586782,5360,136071,136089,.,136039,18638,4821764
6120,達運,2008,0,2207878,1964640,10192841,2865182,4025,257535,-217215,.,143800,1990,2979937
6120,達運,2007,0.97,5125354,4680709,12949600,3205771,6083,24015,-44035,-2.18,118399,5200,5560510
6120,達運,2006,3.46,5676189,4186499,12453549,3045333,7828,49336,-596367,1.34,119729,7595,5976623
6128,上福,2010,7.66,902688,290247,1983467,531413,16293,41523,30611,1,61739,3142,373454
6128,上福,2009,5.97,922534,379509,2029557,548028,18017,47190,93118,1.01,71762,4491,468126
6128,上福,2008,13.13,480838,205675,1651325,616384,21341,46018,-29851,1.02,61260,1059,299555
6128,上福,2007,5.88,441643,232706,1631357,633430,18031,48414,-199141,1,48830,1700,339323
6128,上福,2006,7.42,667774,205749,1600754,643278,19998,45631,99106,1,57287,2396,260416
6131,悠克,2010,1.6,1118863,337042,1912406,548890,5709,99610,-28846,1,84768,2644,361390
6131,悠克,2009,5.41,1186487,309070,1963572,566689,9832,61220,87437,1,80313,2347,344743
6131,悠克,2008,8.58,1277758,386532,2057485,591277,17043,67774,-282213,1,92589,1232,434049
6131,悠克,2007,6.68,1658182,619908,2481930,606542,11432,27429,125790,1.02,90850,3281,666996
6131,悠克,2006,5.75,1514213,705359,2353685,619244,8085,31295,119573,1.02,75352,3972,736885
6133,金橋,2010,0,618819,307532,1964287,88483,0,160178,12573,3.25,19598,1282,517188
6133,金橋,2009,0,629102,421446,1945505,92224,0,161227,32824,1,18313,1615,452530
6133,金橋,2008,3.53,498528,290353,1876177,97658,0,153854,25770,1,18609,864,334545
6133,金橋,2007,5.15,704944,175546,1845452,129083,0,130091,-156915,1,27518,2170,208351
6133,金橋,2006,5.23,846139,369880,1936951,150060,12012,119095,-35242,1.01,31944,2550,423883
6136,富爾特,2010,9.71,2476908,148453,4938106,108063,10535,25595,100089,1,0,3676,148453
6136,富爾特,2009,6.87,2306210,94001,4382606,104298,1808,16180,180857,1,0,3265,94097
6136,富爾特,2008,18.85,1352141,137564,2095137,103981,1606,15697,-38955,1,0,1109,137580
6136,富爾特,2007,7.74,2241874,68573,3674858,103326,298,6199,-36962,1,0,2578,68573
6136,富爾特,2006,10.77,1628862,206657,2403700,103230,830,7833,13340,1,0,2088,206657
6139,亞翔,2010,9.63,4657245,2451594,8818665,558611,1375,71998,-264356,1,6385,5864,2506317
6139,亞翔,2009,2.31,4541419,2243003,8316647,578269,385,48848,-308376,1,6881,8141,2286344
6139,亞翔,2008,14.51,7751122,3937645,10323975,596177,0,61005,-187879,1,10904,3242,3978322
6139,亞翔,2007,11.11,6851549,2321264,9192166,586378,0,144102,1791791,1,17898,7179,2362716
6139,亞翔,2006,6.04,6014352,2199317,7787159,235531,0,664041,-1583161,1.01,12884,9869,2233332
6141,柏承,2010,3.79,509091,573993,3193270,349247,3364,9702,-13271,1.03,0,3668,678258
6141,柏承,2009,2.78,527662,587660,3262980,365411,3571,9374,-42779,1.07,0,4012,703732
6141,柏承,2008,8.23,559221,582994,3341355,410575,5605,11302,80688,1.04,0,1822,708964
6141,柏承,2007,5.19,918228,620904,3761208,482794,3335,8619,-48832,1.02,0,5531,845291
6141,柏承,2006,4.07,819958,741376,3253049,460184,0,4769,-80008,1.03,0,4913,867791
6142,友勁,2010,0.67,4812916,4003264,8589493,1642022,180296,466891,8616,1.51,454837,3843,5021783
6142,友勁,2009,0.65,5093631,4091133,7687638,460478,189031,449872,863445,1.1,503224,4232,4183512
6142,友勁,2008,1.01,4745596,3001197,7068257,191616,215630,477418,-14763,1.12,462508,2178,3837815
6142,友勁,2007,0.72,5202480,3311092,7182561,323483,251213,405813,-5376,1.06,465869,5008,4108598
6142,友勁,2006,3.45,3650805,2688988,5417847,521621,154889,170190,-532055,1.02,419796,4887,2706678
6152,百一,2010,6.3,2617682,1035572,3899723,117946,5272,5595,-384358,1.02,150169,4395,1262828
6152,百一,2009,3,1884988,417243,3026921,121551,9848,11258,71116,1.04,159826,5615,599255
6152,百一,2008,6.16,2192365,635798,3021406,127916,11818,15601,275802,1.16,162171,2119,836719
6152,百一,2007,2.56,1936288,337982,2485974,136918,3941,22224,143038,1.06,127938,4383,443136
6152,百一,2006,0,1568296,812980,2083392,146950,6019,16368,-47865,-4.87,112753,2545,871919
6153,嘉聯益,2010,4.46,4423140,2401457,8935841,1335882,1528,212279,365597,1.01,403489,14543,2538004
6153,嘉聯益,2009,4.04,3808210,2119522,8104259,1473557,0,112887,940539,0.75,286939,8691,2241759
6153,嘉聯益,2008,0,4513669,3186537,8784573,1645643,0,131664,-417917,1.1,360373,2590,3309260
6153,嘉聯益,2007,3.46,4019446,2093929,8209297,1640648,0,59321,-477378,1.01,317992,5404,2711084
6153,嘉聯益,2006,3.77,4141294,2133707,7520855,1159125,0,33128,-573383,1.01,372351,7835,2238317
6155,鈞寶,2010,4.2,632556,256761,1724943,381443,0,2809,-14693,1,12799,2388,311103
6155,鈞寶,2009,6.04,717474,218111,1831904,389116,0,7598,52340,1,11803,2852,276681
6155,鈞寶,2008,8.82,604774,185392,1563386,417494,0,9013,-15940,1,14170,1310,249640
6155,鈞寶,2007,6.74,735103,257912,1792311,399590,0,7466,10113,1,12087,2621,320176
